car_price,manufacturing_year,company,model,condition,cylinders,fuel,dist_reading,title_status,transmission,VIN,drive,size,car_type,color,image_url,county,state,lat,long,posting_date
33990,2014,ford,super duty f-550 drw,good,8 cylinders,diesel,136250,clean,automatic,1FDUF5HT3EEB73528,4wd,full-size,truck,white,https://images.craigslist.org/00r0r_8pFPngUNuRwz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T11:00:08-0500
24990,2009,chevrolet,3500 lcf gas,good,8 cylinders,gas,72789,clean,automatic,4KBB4W1N39J802032,rwd,full-size,truck,white,https://images.craigslist.org/00o0o_hD756kW98fBz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T11:00:05-0500
25990,2006,chevrolet,express cargo van,good,8 cylinders,gas,73360,clean,automatic,1GCHG39U761205453,rwd,full-size,truck,white,https://images.craigslist.org/00z0z_eDj36Kl8RJoz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T11:00:02-0500
24990,2017,gmc,savana commercial cutaway,good,8 cylinders,gas,136965,clean,automatic,1GD07RFF7H1143170,rwd,full-size,truck,white,https://images.craigslist.org/01010_1eo8Ld7FuPRz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T11:00:01-0500
29990,2011,ford,super duty f-450 drw,good,8 cylinders,diesel,137481,clean,automatic,1FD0X4HT9BEC31739,4wd,full-size,truck,white,https://images.craigslist.org/00K0K_87AJMIBbJRUz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T11:00:01-0500
24990,2007,ford,super duty f-450 drw,good,10 cylinders,gas,46463,clean,automatic,1FDXF46Y47EB23553,rwd,full-size,truck,white,https://images.craigslist.org/00a0a_dgc651vnLT3z_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T11:00:01-0500
22990,2010,ford,econoline commercial cutaway,good,10 cylinders,gas,121911,clean,automatic,1FDXE4FSXADA69011,rwd,full-size,truck,white,https://images.craigslist.org/00H0H_2c8kpakLZPdz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T11:00:01-0500
20990,2006,chevrolet,express cargo van,good,8 cylinders,diesel,134296,clean,automatic,1GCHG35U961223233,rwd,full-size,truck,white,https://images.craigslist.org/01313_hkXntGonYoSz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:59:58-0500
33990,2016,chevrolet,express commercial cutaway,good,8 cylinders,gas,12398,clean,automatic,1GB3GSCG1G1125174,rwd,full-size,truck,white,https://images.craigslist.org/00F0F_l0BwHur8bMNz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:59:58-0500
29990,2012,,International TerraStar,good,8 cylinders,diesel,39013,clean,automatic,1HTJSSKK5CJ062097,rwd,full-size,truck,white,https://images.craigslist.org/00808_CYR77yeSbYz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:59:56-0500
25990,2016,,Isuzu NPR HD GAS REG,good,8 cylinders,gas,172373,clean,automatic,54DC4W1C3GS808110,rwd,full-size,truck,white,https://images.craigslist.org/00n0n_9oxMGydEeqSz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:59:38-0500
22990,2004,gmc,tc5500,good,,diesel,119091,clean,automatic,1GDE5C1244F515767,rwd,,,white,https://images.craigslist.org/01111_2ELU08JqPP5z_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:59:36-0500
26990,2016,chevrolet,express commercial cutaway,good,8 cylinders,gas,75734,clean,automatic,1GB3GSCG5G1118910,rwd,full-size,truck,white,https://images.craigslist.org/00808_1uzrdP4BKcsz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:59:35-0500
43990,2016,chevrolet,4500 lcf gas,good,8 cylinders,gas,45542,clean,automatic,54DCDW1B9GS811777,rwd,,,white,https://images.craigslist.org/00Q0Q_6Qai503FGIhz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:59:31-0500
27990,2008,ford,econoline cargo van,good,8 cylinders,gas,83459,clean,automatic,1FTSE34L58DB30943,rwd,full-size,truck,white,https://images.craigslist.org/01111_hzzHPW2fJAZz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:59:31-0500
29990,2008,,Workhorse W42,good,8 cylinders,gas,60386,clean,automatic,5B4HPD28X83430899,rwd,full-size,truck,white,https://images.craigslist.org/00B0B_7gs159PLeNAz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:58:30-0500
14990,2012,ford,econoline,good,8 cylinders,gas,67820,clean,automatic,1FDXE4FL1CDA39522,rwd,full-size,truck,white,https://images.craigslist.org/00z0z_4hnR3JMPwFDz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:57:43-0500
32990,2011,chevrolet,silverado 3500hd,good,8 cylinders,gas,22076,clean,automatic,1GB3CZCGXBF220025,rwd,,,black,https://images.craigslist.org/00909_ev8BGUykUL9z_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:57:40-0500
59990,2017,ford,super duty f-550 drw,good,8 cylinders,diesel,31337,clean,automatic,1FD0X5HTXHEB33429,4wd,full-size,truck,white,https://images.craigslist.org/00d0d_1PHhP59bK0Sz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:57:30-0500
31990,2006,ford,super duty f-550 drw,good,8 cylinders,diesel,59429,clean,automatic,1FDAW57P46ED02529,4wd,full-size,truck,red,https://images.craigslist.org/01212_2128MWG7bXXz_0kE0fu_600x450.jpg,,al,40.468785,-74.281707,2021-04-23T10:57:23-0500
20888,2015,mercedes-benz,benz ml 450,excellent,6 cylinders,gas,111261,clean,automatic,,4wd,full-size,SUV,silver,https://images.craigslist.org/00K0K_2wzBQt15ps7z_0CI0t2_600x450.jpg,,al,32.9229,-86.545,2021-04-23T10:43:09-0500
31888,2015,gmc,1500 yukon slt,good,8 cylinders,gas,109947,clean,automatic,,rwd,full-size,SUV,white,https://images.craigslist.org/00R0R_26oh0xG6ROGz_0CI0t2_600x450.jpg,,al,33.3813,-86.7046,2021-04-23T10:37:46-0500
10888,2014,kia,sorento lx,good,4 cylinders,gas,121259,clean,automatic,,fwd,compact,SUV,red,https://images.craigslist.org/00909_aJHPOIzv1dz_0CI0t2_600x450.jpg,,al,33.4188,-86.7867,2021-04-23T10:33:23-0500
26900,2019,ford,f150 regular cab xl,excellent,6 cylinders,gas,8176,clean,automatic,,rwd,full-size,pickup,white,https://images.craigslist.org/00W0W_19NP8id1JQEz_0CI0t2_600x450.jpg,,al,33.4188,-86.7867,2021-04-23T10:26:14-0500
49895,,,he Macan,,4 cylinders,gas,26985,clean,automatic,WP1AA2A56JLB10699,,,SUV,white,https://images.craigslist.org/01313_ggXeeKo2D7Hz_0kE0dM_600x450.jpg,,al,33.669601,-86.817617,2021-04-23T10:11:39-0500
6950,1994,jeep,wrangler,excellent,4 cylinders,gas,160000,clean,manual,,4wd,full-size,,green,https://images.craigslist.org/00N0N_bVRzJkR3M7Rz_0t20CI_600x450.jpg,,al,33.6081,-86.6302,2021-04-23T10:09:43-0500
40888,2020,jeep,gladiator,like new,6 cylinders,gas,27955,clean,automatic,,4wd,mid-size,SUV,black,https://images.craigslist.org/00303_asQGC3E1wk1z_0CI0t2_600x450.jpg,,al,32.9229,-86.545,2021-04-23T10:03:07-0500
14995,2007,jeep,wrangler unlimited sahara,good,6 cylinders,gas,163169,clean,automatic,,4wd,mid-size,SUV,black,https://images.craigslist.org/00n0n_6cssf7FPxaCz_06s04Q_600x450.jpg,,al,32.9229,-86.545,2021-04-23T10:01:10-0500
32990,2011,bmw,z4 sdrive35is roadster 2d,good,,other,45858,clean,other,WBALM1C55BE393513,rwd,,other,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-23T09:50:54-0500
500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,https://images.craigslist.org/00F0F_dROjQK9UCaP_600x450.jpg,,al,32.9229,-86.545,2021-04-23T09:40:12-0500
19997,2009,dodge,challenger,excellent,8 cylinders,gas,83491,clean,automatic,2B3LJ74WX9H538989,rwd,,coupe,,https://images.craigslist.org/01212_iY4O5GDJZFhz_0ak07K_600x450.jpg,,al,35.839799,-86.386926,2021-04-23T09:16:26-0500
16589,2018,ford,fusion,excellent,4 cylinders,gas,84867,clean,automatic,3FA6P0K91JR283792,fwd,,sedan,,https://images.craigslist.org/00z0z_19tzdemftyqz_0ak07K_600x450.jpg,,al,35.839799,-86.386926,2021-04-23T09:16:11-0500
21500,2013,jeep,wrangler,excellent,6 cylinders,gas,78270,clean,manual,1C4AJWAG3DL547834,4wd,mid-size,convertible,,https://images.craigslist.org/01515_fX7rfAmQ7gmz_0ak07K_600x450.jpg,,al,35.839799,-86.386926,2021-04-23T09:15:51-0500
23997,2017,infiniti,qx70,excellent,6 cylinders,gas,84416,clean,automatic,JN8CS1MU4HM140460,rwd,,SUV,,https://images.craigslist.org/00L0L_1LomfM9JXijz_0ak07K_600x450.jpg,,al,35.839799,-86.386926,2021-04-23T09:15:39-0500
22510,2015,mercedes-benz,m-class,excellent,6 cylinders,gas,74909,clean,automatic,4JGDA5HB4FA498476,4wd,,SUV,,https://images.craigslist.org/00g0g_9hCPcvtkppTz_0ak07K_600x450.jpg,,al,35.839799,-86.386926,2021-04-23T09:15:26-0500
47997,2018,lexus,gx,excellent,8 cylinders,gas,50144,clean,automatic,JTJJM7FX8J5193232,4wd,,SUV,,https://images.craigslist.org/01515_fSXxMmCOW4az_0ak07K_600x450.jpg,,al,35.839799,-86.386926,2021-04-23T09:15:14-0500
14988,2007,jeep,wrangler,,,gas,163169,clean,automatic,1J4GA59137L196006,4wd,,,black,https://images.craigslist.org/00101_7qeqsYHeo6tz_09Q07v_600x450.jpg,,al,32.9229,-86.545,2021-04-23T08:52:53-0500
30292,2017,toyota,tacoma,,,gas,48697,clean,automatic,5TFAZ5CN5HX043072,rwd,,,,https://images.craigslist.org/00L0L_bMRMeBjMq1Pz_09Q07v_600x450.jpg,,al,32.9229,-86.545,2021-04-23T08:52:53-0500
18444,2015,lincoln,mkc,,,gas,68953,clean,automatic,5LMTJ2AH3FUJ33050,,,,black,https://images.craigslist.org/00v0v_cEH8vOZoBkrz_09Q07v_600x450.jpg,,al,32.9229,-86.545,2021-04-23T08:52:52-0500
26991,2019,nissan,frontier,,,gas,12357,clean,automatic,1N6DD0ER0KN766844,rwd,,,white,https://images.craigslist.org/00q0q_hmK5AVJSwz0z_09Q07v_600x450.jpg,,al,32.9229,-86.545,2021-04-23T08:52:51-0500
1977,2003,mitsubishi,lancer,,,gas,238757,clean,manual,JA3AJ26E03U008630,fwd,,,,https://images.craigslist.org/00q0q_cJwcJdL2afDz_09Q07e_600x450.jpg,,al,33.168322,-87.491902,2021-04-23T08:45:39-0500
31990,2018,ram,1500 quad cab harvest pickup,good,6 cylinders,gas,27426,clean,other,1C6RR7GG8JS247420,4wd,,pickup,white,https://images.craigslist.org/00N0N_2jTQMykFWkEz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-23T07:21:11-0500
8990,2008,ford,edge,,6 cylinders,gas,152772,clean,automatic,2FMDK49C78BA98563,4wd,,sedan,white,https://images.craigslist.org/00202_btsduDNdjvZz_0kE0dM_600x450.jpg,,al,33.669601,-86.817617,2021-04-23T04:50:40-0500
10000,2015,chrysler,200,like new,4 cylinders,gas,73381,clean,automatic,,fwd,,sedan,white,https://images.craigslist.org/00L0L_hqikvhknHQWz_0kw0CI_600x450.jpg,,al,33.2897,-86.7969,2021-04-23T02:47:19-0500
4000,2014,chevrolet,sonic lt,like new,4 cylinders,gas,135000,clean,manual,,fwd,compact,sedan,silver,https://images.craigslist.org/00E0E_2mqZY6GrYbUz_0gl0t2_600x450.jpg,,al,33.6493,-86.7057,2021-04-22T21:12:53-0500
8500,2015,nissan,altima 2.5 s,excellent,4 cylinders,gas,100000,clean,automatic,1N4AL3AP5FN898640,fwd,full-size,sedan,white,https://images.craigslist.org/01414_4Bq0Mgpl4zdz_0lM0t2_600x450.jpg,,al,33.2932,-86.768,2021-04-22T20:16:27-0500
10000,1994,ford,f150,good,8 cylinders,gas,76572,clean,automatic,1FTEF15N1RNA56088,rwd,,,white,https://images.craigslist.org/00q0q_fGMWDqiY27cz_0CI0t2_600x450.jpg,,al,33.4653,-86.8082,2021-04-22T20:01:10-0500
1900,2005,ford,focus,,4 cylinders,gas,204621,clean,automatic,1FAFP34N35W152250,fwd,,,red,https://images.craigslist.org/00i0i_f7xqHo3HWxEz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-22T19:50:18-0500
17875,1995,chevrolet,corvette,,,gas,85970,clean,automatic,1G1YY32P7S5114521,,,convertible,green,https://images.craigslist.org/01111_5fzMpMtKOsGz_0gw0cn_600x450.jpg,,al,27.907158,-82.787506,2021-04-22T18:11:09-0500
2595,2003,ford,f-150,excellent,8 cylinders,gas,149055,clean,automatic,,4wd,full-size,pickup,red,https://images.craigslist.org/00B0B_cExv8yHrBtJz_09G07g_600x450.jpg,,al,33.5062,-86.8003,2021-04-22T17:58:44-0500
0,2006,jeep,liberty,,6 cylinders,gas,0,clean,automatic,1J8GL48K06W123802,4wd,,SUV,red,https://images.craigslist.org/00d0d_rUsuiGCqvTz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-22T17:40:42-0500
5980,2006,chevrolet,impala lt,,,gas,165000,clean,automatic,,,,,,https://images.craigslist.org/00B0B_g8TRVnDn238z_0CI0t2_600x450.jpg,,al,33.209393,-86.783237,2021-04-22T16:53:27-0500
6980,2008,toyota,avalon,,,gas,158000,clean,automatic,,,,,,https://images.craigslist.org/00a0a_3kd6SM5IP5bz_0CI0t2_600x450.jpg,,al,33.20968,-86.783581,2021-04-22T16:52:09-0500
7280,2014,nissan,altima,,,gas,135000,clean,automatic,,,,,,https://images.craigslist.org/01010_akNqHm3GZ4Mz_0CI0t2_600x450.jpg,,al,33.209824,-86.783409,2021-04-22T16:51:12-0500
5980,2013,mini,cooper s,,,gas,149000,clean,automatic,,,,,,https://images.craigslist.org/00707_if3K80eHyS6_0CI0t2_600x450.jpg,,al,33.209537,-86.783409,2021-04-22T16:50:34-0500
6980,2013,kia,optima ex,,,gas,193000,clean,automatic,,,,,,https://images.craigslist.org/00M0M_1Zr58Kzp1fkz_0CI0t2_600x450.jpg,,al,33.209393,-86.782894,2021-04-22T16:50:06-0500
5980,2013,jeep,patriot,,,gas,106000,clean,automatic,,,,,,https://images.craigslist.org/00n0n_dZ2266zfcGxz_0CI0t2_600x450.jpg,,al,33.209795,-86.782551,2021-04-22T16:49:35-0500
500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,https://images.craigslist.org/00n0n_5VG28y2JRQ1_600x450.jpg,,al,32.9229,-86.545,2021-04-22T15:40:11-0500
40888,2020,jeep,gladiator,like new,6 cylinders,gas,27955,clean,automatic,,4wd,mid-size,SUV,black,https://images.craigslist.org/00303_asQGC3E1wk1z_0CI0t2_600x450.jpg,,al,32.9229,-86.545,2021-04-22T15:39:57-0500
0,2010,lexus,es 350,,6 cylinders,gas,149945,clean,automatic,JTHBK1EG2A2378193,fwd,,sedan,silver,https://images.craigslist.org/00000_jeLD986MhTLz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-22T15:30:35-0500
14888,2007,jeep,wrangler unlimited sahara,good,6 cylinders,gas,163169,clean,automatic,,4wd,mid-size,SUV,black,https://images.craigslist.org/00n0n_6cssf7FPxaCz_06s04Q_600x450.jpg,,al,32.9229,-86.545,2021-04-22T15:23:11-0500
22990,2017,infiniti,qx50 sport utility 4d,good,,other,21297,clean,other,JN1BJ0RP2HM382528,,,hatchback,black,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-22T13:30:36-0500
4425,2004,honda,accord sedan,,4 cylinders,gas,192275,clean,automatic,1HGCM56694A166593,fwd,,sedan,black,https://images.craigslist.org/00B0B_9u5JT6f5btRz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-22T13:20:26-0500
0,2004,ford,f650 6 door custom stretch,,,diesel,82712,clean,automatic,,rwd,,pickup,red,https://images.craigslist.org/00i0i_fpAlvrVrxHFz_0ak07K_600x450.jpg,,al,37.4011,-77.4615,2021-04-22T13:00:42-0500
24995,2006,,HUMMER H2 Lifted 4x4,,,gas,130066,clean,automatic,,4wd,,SUV,blue,https://images.craigslist.org/00101_5y8Cu8wmmmVz_0ak07K_600x450.jpg,,al,37.4011,-77.4615,2021-04-22T12:56:04-0500
33950,2011,ford,f-250 super duty lariat cre,,,other,171524,clean,automatic,,4wd,,pickup,,https://images.craigslist.org/00C0C_2zzpkynfP4gz_0ak07K_600x450.jpg,,al,37.4011,-77.4615,2021-04-22T12:51:11-0500
8950,2011,ford,e-series cargo e350 super d,,,other,180502,clean,automatic,,rwd,,van,white,https://images.craigslist.org/00B0B_homJWyzE0faz_0ak07K_600x450.jpg,,al,37.4011,-77.4615,2021-04-22T12:46:29-0500
69950,2012,ford,f750 four car hauler rollba,,,diesel,267001,clean,automatic,,,,,white,https://images.craigslist.org/00h0h_3Z4GYnPK6jnz_0ak07K_600x450.jpg,,al,37.4011,-77.4615,2021-04-22T12:41:47-0500
41995,2017,ford,f-350 superduty dually 4x4,,,other,280463,clean,automatic,,4wd,,pickup,white,https://images.craigslist.org/00J0J_kl0W7jQK2aBz_0ak07K_600x450.jpg,,al,37.4011,-77.4615,2021-04-22T12:36:54-0500
59950,2019,ford,f550 super duty rollback/wr,,,gas,88140,clean,automatic,,,,,silver,https://images.craigslist.org/00c0c_8IACwlkxSUKz_0ak07K_600x450.jpg,,al,37.4011,-77.4615,2021-04-22T12:27:50-0500
9995,1986,ford,f-150 regular cab short bed,,,gas,46789,clean,automatic,,rwd,,pickup,red,https://images.craigslist.org/00e0e_LU5k9LSZD0z_0ak07K_600x450.jpg,,al,37.4011,-77.4615,2021-04-22T12:23:18-0500
25590,2017,infiniti,q70 3.7 sedan 4d,good,,other,66632,clean,other,JN1BY1APXHM740651,rwd,,sedan,blue,https://images.craigslist.org/00K0K_ksYDGynPt7Lz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-22T12:20:50-0500
3995,1989,dodge,dakota regular cab long be,,,gas,101958,clean,automatic,,rwd,,pickup,grey,https://images.craigslist.org/00909_h1zpbfo81ypz_0ak07K_600x450.jpg,,al,37.4011,-77.4615,2021-04-22T12:18:31-0500
15897,2016,ford,transit connect wagon,,4 cylinders,gas,71097,clean,other,NM0GS9F74G1243703,fwd,,van,yellow,https://images.craigslist.org/00000_4DF5l0pi7wjz_0ak07K_600x450.jpg,,al,34.2056,-86.85834,2021-04-22T12:01:59-0500
12897,2016,buick,encore,,4 cylinders,gas,83501,clean,other,KL4CJASBXGB557960,fwd,,SUV,black,https://images.craigslist.org/00W0W_5hbcEHgwuuKz_0ak07K_600x450.jpg,,al,34.2056,-86.85834,2021-04-22T12:01:48-0500
6950,1998,ford,f150 xlt,excellent,8 cylinders,gas,206000,clean,automatic,,rwd,full-size,truck,green,https://images.craigslist.org/00u0u_bMFacwlClsuz_0CI0t2_600x450.jpg,,al,33.468,-87.0924,2021-04-22T11:28:20-0500
3450,2006,toyota,corolla,,4 cylinders,gas,206058,clean,automatic,2T1BR32E36C706726,fwd,,sedan,red,https://images.craigslist.org/00R0R_ejFp9zVu2mRz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-22T11:11:08-0500
0,2019,chevrolet,silverado 1500,excellent,8 cylinders,gas,15807,clean,automatic,3GCUYEED9KG200375,4wd,,truck,red,https://images.craigslist.org/00m0m_3eVHCGJqP9Jz_0hk0co_600x450.jpg,,al,33.614088,-85.796729,2021-04-22T11:01:50-0500
32590,2013,lexus,ls 460 sedan 4d,good,8 cylinders,gas,30384,clean,other,JTHBL5EF1D5123341,rwd,,sedan,,https://images.craigslist.org/00T0T_ffGywki9pgxz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-22T10:51:01-0500
23590,2018,mitsubishi,outlander phev gt,good,,other,48933,clean,other,JA4J24A58JZ011951,4wd,,other,white,https://images.craigslist.org/01515_hcgm1iLCQ7Yz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-22T10:50:58-0500
45990,,,des-Benz E-Class,,6 cylinders,gas,38165,clean,automatic,WDD1J6GBXJF015072,,,coupe,red,https://images.craigslist.org/01414_1drypKvhBYqz_0kE0dM_600x450.jpg,,al,33.669601,-86.817617,2021-04-22T10:12:01-0500
33590,2017,cadillac,xt5 platinum sport,good,6 cylinders,gas,28891,clean,other,1GYKNFRS1HZ312573,,,other,black,https://images.craigslist.org/00t0t_5es4UIw1WVJz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-22T09:41:12-0500
39888,2019,honda,civic type r,like new,,gas,9528,clean,manual,SHHFK8G79KU202456,,,hatchback,,https://images.craigslist.org/00707_kwP7McvC6xDz_09Q07v_600x450.jpg,,al,32.9229,-86.545,2021-04-22T09:14:56-0500
16902,2020,toyota,corolla,,,gas,11692,clean,automatic,5YFDPRAE6LP106166,fwd,,,black,https://images.craigslist.org/00c0c_7Ct4O1oy0c3z_09Q07v_600x450.jpg,,al,32.9229,-86.545,2021-04-22T09:14:51-0500
18877,2017,toyota,camry,,,gas,52822,clean,automatic,4T1BF1FK5HU280679,fwd,,,silver,https://images.craigslist.org/00L0L_h6xOwmNY8DLz_09P07m_600x450.jpg,,al,33.168322,-87.491902,2021-04-22T08:48:13-0500
31590,2017,lexus,rx 350 sport utility 4d,good,6 cylinders,gas,28185,clean,other,2T2ZZMCAXHC078839,fwd,,SUV,silver,https://images.craigslist.org/00B0B_91Ym0HcAPgwz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-22T07:56:49-0500
5500,2006,cadillac,cts,excellent,4 cylinders,gas,111111,clean,other,,,,,grey,https://images.craigslist.org/00F0F_lFsKslFJmKyz_0t20CI_600x450.jpg,,al,34.0516,-86.7848,2021-04-22T06:57:45-0500
2700,2004,nissan,maxima,good,6 cylinders,gas,200000,clean,automatic,,fwd,full-size,sedan,white,https://images.craigslist.org/00202_1tIe62fwvY1z_0CI0t2_600x450.jpg,,al,33.6954,-84.2489,2021-04-22T06:42:46-0500
22990,2014,lexus,is 250,,6 cylinders,gas,72526,clean,automatic,JTHCF1D25E5004261,,,sedan,white,https://images.craigslist.org/00z0z_2VBxacwbt2Jz_0kE0dM_600x450.jpg,,al,33.669601,-86.817617,2021-04-22T04:50:45-0500
1500,2002,honda,accord,,,gas,168000,clean,automatic,,,,,,https://images.craigslist.org/00707_9htwrAgu4d2z_07K05O_600x450.jpg,,al,33.409,-86.9475,2021-04-22T00:53:45-0500
20000,2010,toyota,4runner limited,excellent,6 cylinders,gas,113750,clean,automatic,,fwd,mid-size,SUV,silver,https://images.craigslist.org/00606_gCVsfW2rFoOz_0t20CI_600x450.jpg,,al,33.384383,-86.738906,2021-04-21T21:59:35-0500
21500,2015,lexus,rx350,excellent,,gas,73000,clean,automatic,,,,,,https://images.craigslist.org/00h0h_5PxNpRghlobz_0ww0oo_600x450.jpg,,al,33.544096,-86.534376,2021-04-21T21:30:17-0500
2999,2005,ford,taurus,,6 cylinders,gas,226797,clean,automatic,1FAFP56U35A285359,fwd,,sedan,white,https://images.craigslist.org/00909_7ilvUC3jpRTz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-21T19:50:27-0500
2900,1999,lexus,gs400,good,8 cylinders,gas,378000,clean,automatic,,,full-size,sedan,white,https://images.craigslist.org/00V0V_gH4tUM1kYI6z_0lM0t2_600x450.jpg,,al,33.1934,-86.7944,2021-04-21T18:49:15-0500
0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,,,,,https://images.craigslist.org/00M0M_aVuQx61rdczz_07K05O_600x450.jpg,,al,36.0127,-86.56,2021-04-21T17:44:54-0500
0,2015,chevrolet,silverado 1500,,8 cylinders,gas,174837,clean,automatic,3GCUKREC6FG111658,4wd,,,,https://images.craigslist.org/00R0R_6tJassgZFbMz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-21T17:40:24-0500
4380,2007,hyundai,entourage,,,gas,185000,clean,automatic,,,,,,https://images.craigslist.org/01111_dM4MTgTbG3Uz_0CI0t2_600x450.jpg,,al,33.209393,-86.783237,2021-04-21T16:17:25-0500
5980,2006,honda,odyssey exl,,,gas,167000,clean,automatic,,,,,,https://images.craigslist.org/00E0E_kY5HruNh7vdz_0CI0t2_600x450.jpg,,al,33.209393,-86.783409,2021-04-21T16:14:42-0500
5980,2010,gmc,terrain slt,,,gas,208000,clean,automatic,,,,,,https://images.craigslist.org/00000_32OeXWhwJE4_0CI0t2_600x450.jpg,,al,33.209938,-86.783323,2021-04-21T16:14:11-0500
5980,2009,ford,fusion se,,,gas,178000,clean,automatic,,,,,,https://images.craigslist.org/00Q0Q_a9tgsIKaAOmz_0CI0t2_600x450.jpg,,al,33.209824,-86.783237,2021-04-21T16:10:49-0500
5480,2013,chevrolet,captiva,,,gas,182000,clean,automatic,,,,,,https://images.craigslist.org/00Z0Z_k6zYCPLRQtlz_0CI0t2_600x450.jpg,,al,33.209537,-86.783237,2021-04-21T16:09:09-0500
5980,2006,chrysler,300c,,,gas,160000,clean,automatic,,,,,,https://images.craigslist.org/00h0h_jSWwJyYQIgLz_0CI0t2_600x450.jpg,,al,33.20968,-86.783581,2021-04-21T15:49:45-0500
5980,2008,cadillac,srx,,,gas,189000,clean,automatic,,,,,,https://images.craigslist.org/00z0z_c6xjQ6hd5JI_0CI0t2_600x450.jpg,,al,33.209249,-86.783581,2021-04-21T15:49:22-0500
6480,2008,buick,enclave cxl,,,gas,183000,clean,automatic,,,,,,https://images.craigslist.org/00202_f9CzvGPO8Foz_0CI0t2_600x450.jpg,,al,33.20968,-86.783066,2021-04-21T15:48:55-0500
5980,2005,acura,tl,,,gas,179000,clean,automatic,,,,,,https://images.craigslist.org/00n0n_hlBAefJewhiz_0CI0t2_600x450.jpg,,al,33.209967,-86.783409,2021-04-21T15:48:28-0500
3399,2006,buick,lacrosse,,6 cylinders,gas,160218,clean,automatic,2G4WD582061211256,fwd,,sedan,blue,https://images.craigslist.org/00Y0Y_k6FflIFf9cBz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-21T15:30:44-0500
10750,2006,toyota,tacoma,good,6 cylinders,gas,223160,clean,automatic,,rwd,mid-size,pickup,red,https://images.craigslist.org/00Q0Q_bsakG3B0vBfz_0t20CI_600x450.jpg,,al,33.366202,-86.940651,2021-04-21T14:55:30-0500
10980,2012,ford,f150,,,gas,178000,clean,automatic,,,,,,https://images.craigslist.org/00101_4XUi0WcSmkdz_0CI0t2_600x450.jpg,,al,33.209249,-86.783409,2021-04-21T14:10:40-0500
6480,2012,nissan,altima,,,gas,145000,clean,automatic,,,,,,https://images.craigslist.org/00I0I_ebelhPaf3Lkz_0CI0t2_600x450.jpg,,al,33.209824,-86.783409,2021-04-21T14:01:28-0500
7980,2008,bmw,x5,,,gas,157000,clean,automatic,,,,,,https://images.craigslist.org/00H0H_eBDNzatNkexz_0CI0t2_600x450.jpg,,al,33.209537,-86.782894,2021-04-21T13:52:28-0500
4980,2001,ford,crown victoria,,,gas,106000,clean,automatic,,,,,,https://images.craigslist.org/00606_ggyVfG0UeNfz_0CI0t2_600x450.jpg,,al,33.209393,-86.783066,2021-04-21T13:47:42-0500
